Timestamp,AccelX,AccelY,AccelZ
1.842069,-0.221329,0.132263,-1.156128
1.842263,-0.18959,0.139084,-1.139999
1.861377,-0.15712,0.18605,-1.156631
1.861606,-0.157959,0.245071,-1.172226
1.880543,-0.189224,0.291748,-1.144516
1.880742,-0.234818,0.292862,-1.127884
1.899756,-0.264084,0.299255,-1.128723
1.899964,-0.285553,0.2995,-1.115494
1.918902,-0.290878,0.314758,-1.117966
1.919093,-0.281677,0.322922,-1.11969
1.937991,-0.273773,0.287674,-1.123856
1.938185,-0.257294,0.217834,-1.1772
1.957281,-0.228043,0.184723,-1.239334
1.957504,-0.191269,0.168961,-1.265274
1.976437,-0.1745,0.188614,-1.284607
1.976636,-0.192429,0.21579,-1.308548
1.995694,-0.230896,0.246628,-1.321915
1.995904,-0.276428,0.286575,-1.306778
2.014852,-0.306732,0.315567,-1.293839
2.015046,-0.321808,0.32135,-1.25795
2.03403,-0.319473,0.307236,-1.168976
2.034222,-0.313049,0.292145,-1.160126
2.05321,-0.325562,0.313156,-1.287888
2.053439,-0.329559,0.351242,-1.427597
2.072429,-0.288773,0.374908,-1.426331
2.072629,-0.20462,0.350266,-1.256714
2.091639,-0.119537,0.302948,-1.119232
2.091844,-0.084869,0.285172,-1.110291
2.110814,-0.109741,0.289719,-1.156998
2.111005,-0.171341,0.269928,-1.169205
2.129978,-0.239197,0.234482,-1.140778
2.13017,-0.294342,0.193375,-1.081329
2.14917,-0.343155,0.18808,-1.053284
2.149395,-0.35936,0.198334,-1.072662
2.16844,-0.335587,0.203384,-1.156464
2.168646,-0.273148,0.228241,-1.190903
2.187546,-0.202499,0.265274,-1.111954
2.187758,-0.136246,0.295959,-1.024307
2.206764,-0.093445,0.305817,-1.011368
2.206954,-0.095184,0.276657,-1.021317
2.22593,-0.134674,0.20137,-1.015991
2.226116,-0.18454,0.147247,-1.010025
2.245151,-0.207245,0.124023,-0.990616
2.245374,-0.204559,0.158966,-0.97496
2.264342,-0.171829,0.226196,-1.016418
2.264819,-0.150162,0.303497,-1.046555
2.283537,-0.148499,0.347046,-1.082947
2.283729,-0.147812,0.363678,-1.11145
2.302723,-0.150696,0.342209,-1.133377
2.302914,-0.148453,0.287003,-1.109207
2.321898,-0.119385,0.226562,-1.073944
2.322089,-0.096619,0.193008,-1.054581
2.341089,-0.098969,0.181458,-1.043701
2.341311,-0.109146,0.19548,-1.010345
2.360182,-0.114441,0.214127,-1.008896
2.360375,-0.128494,0.245941,-1.01709
2.379537,-0.144135,0.293411,-1.024231
2.37975,-0.147675,0.313644,-1.038879
2.398672,-0.13562,0.304428,-1.040878
2.398865,-0.119507,0.28508,-1.065063
2.417869,-0.103256,0.290741,-1.124084
2.418062,-0.083008,0.289169,-1.123428
2.437048,-0.075867,0.276917,-1.08252
2.43727,-0.089096,0.274673,-1.080612
2.456219,-0.091721,0.249771,-1.09964
2.456412,-0.100937,0.225571,-1.080902
2.475417,-0.098877,0.219208,-1.033722
2.475632,-0.076416,0.229385,-1.015091
2.494637,-0.056839,0.240555,-1.01973
2.494832,-0.041458,0.251999,-1.043777
2.513798,-0.033447,0.248138,-1.065399
2.513992,-0.026672,0.224442,-1.075409
2.532972,-0.029434,0.207886,-1.07457
2.53319,-0.041748,0.210541,-1.07457
2.552157,-0.050705,0.218109,-1.057129
2.552368,-0.052292,0.224899,-1.025085
2.571677,-0.060898,0.240784,-0.986832
2.571879,-0.061081,0.254684,-0.959366
2.590559,-0.063965,0.258072,-0.951813
2.590764,-0.076294,0.236267,-0.947815
2.609745,-0.072784,0.192551,-0.928421
2.609948,-0.049423,0.147552,-0.890289
2.628916,-0.030838,0.120728,-0.850693
2.629145,-0.014923,0.115158,-0.834717
2.648088,-0.0047,0.115555,-0.818619
2.648337,0.018738,0.12027,-0.794357
2.667263,0.040771,0.115036,-0.772171
2.667457,0.057388,0.09433,-0.783661
2.686488,0.055069,0.077728,-0.804337
2.686679,0.043686,0.08197,-0.793076
2.70564,0.034042,0.101318,-0.757477
2.705832,0.02916,0.127853,-0.714645
2.724828,0.023666,0.145889,-0.678238
2.72505,0.030426,0.149261,-0.637512
2.74393,0.029861,0.140366,-0.600662
2.744124,0.037827,0.126907,-0.563156
2.763199,0.044174,0.11441,-0.519821
2.763392,0.059753,0.079758,-0.499878
2.782412,0.091812,0.04303,-0.496933
2.782609,0.130585,0.020721,-0.485214
2.801593,0.172333,0.001999,-0.492279
2.801785,0.203705,-0.011642,-0.52713
2.820753,0.236389,-0.024979,-0.568542
2.820977,0.266571,-0.026703,-0.593826
2.839963,0.284164,-0.014053,-0.597763
2.840156,0.272675,0.016968,-0.57901
2.85918,0.255478,0.054031,-0.56868
2.859366,0.252182,0.094513,-0.583191
2.878328,0.241745,0.135529,-0.613251
2.878519,0.218155,0.161484,-0.65419
2.897557,0.190826,0.166199,-0.710236
2.897755,0.176285,0.145981,-0.76297
2.916731,0.189972,0.098526,-0.777847
2.91695,0.202866,0.062805,-0.744278
2.935908,0.203476,0.053116,-0.705231
2.936102,0.196991,0.061401,-0.69162
2.955089,0.181534,0.106232,-0.72789
2.955281,0.170547,0.136597,-0.766083
2.974282,0.15181,0.141129,-0.772324
2.974474,0.11116,0.118637,-0.771378
2.993568,0.066025,0.083801,-0.771072
2.993847,0.04686,0.055298,-0.766251
3.012692,0.052475,0.030884,-0.753311
3.012916,0.066376,0.02182,-0.752335
3.031902,0.072449,0.044357,-0.768692
3.032103,0.065109,0.09729,-0.80011
3.051079,0.039337,0.1595,-0.822311
3.051277,0.02858,0.191589,-0.838745
3.070294,0.018356,0.203568,-0.847214
3.070497,0.013123,0.181686,-0.847443
3.089462,-0.010468,0.148254,-0.855942
3.089668,-0.04895,0.14003,-0.869537
3.10862,-0.091248,0.168869,-0.870773
3.108843,-0.102844,0.189789,-0.867493
3.1278,-0.089966,0.200729,-0.886459
3.127995,-0.079391,0.195358,-0.903137
3.14699,-0.073471,0.172226,-0.918777
3.147182,-0.06842,0.164932,-0.933136
3.166177,-0.062576,0.189331,-0.940689
3.16637,-0.067078,0.238617,-0.954208
3.185303,-0.074936,0.283646,-0.950714
3.185498,-0.092575,0.287369,-0.974533
3.204556,-0.125381,0.236359,-1.016586
3.204778,-0.175018,0.136749,-1.05072
3.223776,-0.204376,0.062881,-1.060303
3.223979,-0.209671,0.067551,-1.053543
3.242929,-0.185303,0.164032,-1.026566
3.24312,-0.144455,0.264954,-1.033691
3.262118,-0.119827,0.333847,-1.057968
3.26231,-0.1241,0.357437,-1.064514
3.281311,-0.150909,0.375305,-1.022217
3.281503,-0.180939,0.362427,-0.975021
3.300525,-0.217224,0.350647,-0.953125
3.300748,-0.284332,0.324799,-0.959106
3.3197,-0.359818,0.262756,-1.042984
3.319892,-0.375977,0.155228,-1.127762
3.33889,-0.32402,0.051956,-1.171722
3.339083,-0.26059,0.027664,-1.174423
3.358107,-0.207932,0.112106,-1.141998
3.3583,-0.211105,0.235458,-1.092987
3.37725,-0.21608,0.316666,-1.05011
3.37744,-0.215286,0.344635,-1.015717
3.396603,-0.228058,0.351913,-0.988815
3.39691,-0.283401,0.347992,-0.984634
3.415675,-0.362289,0.333801,-1.038956
3.415869,-0.434845,0.307526,-1.1409
3.434887,-0.463943,0.277863,-1.200607
3.43508,-0.436737,0.273666,-1.243301
3.454111,-0.38855,0.290604,-1.288132
3.454303,-0.36618,0.295898,-1.247543
3.47328,-0.364197,0.284821,-1.192078
3.473472,-0.380554,0.273026,-1.155579
3.492464,-0.401749,0.266861,-1.136505
3.492676,-0.437744,0.260376,-1.156357
3.511688,-0.468384,0.25827,-1.18515
3.511885,-0.478836,0.261078,-1.229141
3.530873,-0.457062,0.263443,-1.260178
3.531071,-0.396576,0.254501,-1.278473
3.550027,-0.345108,0.241409,-1.331253
3.55022,-0.325073,0.213638,-1.372025
3.569216,-0.361755,0.192123,-1.377838
3.569404,-0.400146,0.205231,-1.374176
3.588426,-0.416306,0.236542,-1.327423
3.588659,-0.415176,0.272202,-1.282211
3.607643,-0.406723,0.293839,-1.263077
3.607842,-0.405487,0.317551,-1.26857
3.62681,-0.393738,0.345734,-1.251282
3.627006,-0.376602,0.370682,-1.236099
3.645983,-0.359589,0.39505,-1.237808
3.646173,-0.349136,0.408356,-1.268555
3.665197,-0.348557,0.400497,-1.264923
3.665388,-0.35994,0.368683,-1.236725
3.684371,-0.370178,0.317429,-1.195923
3.684594,-0.373962,0.257736,-1.154541
3.70359,-0.356079,0.196579,-1.123688
3.703785,-0.342178,0.149979,-1.103363
3.722749,-0.322769,0.134186,-1.070526
3.722941,-0.306534,0.140366,-1.059143
3.741943,-0.291412,0.166519,-1.065018
3.742134,-0.283127,0.196457,-1.068588
3.761126,-0.280975,0.231247,-1.084244
3.761317,-0.277374,0.257355,-1.113113
3.780323,-0.275909,0.266602,-1.112778
3.780547,-0.266556,0.266327,-1.053665
3.799507,-0.235352,0.277237,-1.004044
3.799698,-0.210632,0.291977,-1.006119
3.818718,-0.202728,0.320724,-1.014343
3.818912,-0.208389,0.329407,-0.993896
3.837899,-0.217163,0.318146,-0.976517
3.83809,-0.242386,0.273636,-1.02034
3.85709,-0.263779,0.215927,-1.072235
3.857283,-0.259216,0.17482,-1.095581
3.876275,-0.228897,0.170227,-1.055359
3.876497,-0.195023,0.185669,-1.02446
3.895428,-0.161713,0.206741,-1.017776
3.89562,-0.160645,0.208878,-1.01358
3.914683,-0.181671,0.222549,-1.001984
3.914875,-0.19278,0.234467,-1.001419
3.933877,-0.191437,0.246872,-1.022095
3.934072,-0.181366,0.27002,-1.034698
3.953039,-0.177292,0.277695,-1.031891
3.95323,-0.169327,0.271149,-1.048386
3.972259,-0.160355,0.268524,-1.071671
3.972479,-0.145798,0.278839,-1.077652
3.991403,-0.136612,0.287094,-1.06517
3.991601,-0.136917,0.301056,-1.043854
4.010733,-0.134506,0.301651,-1.010284
4.010951,-0.120346,0.282471,-0.998383
4.029881,-0.100021,0.250793,-0.990524
4.03008,-0.069168,0.221497,-0.972687
4.048995,-0.04541,0.198914,-0.978653
4.049188,-0.028641,0.158554,-0.976562
4.06822,-0.017502,0.130478,-0.9711
4.068441,-0.021667,0.127533,-0.963623
4.087399,-0.044067,0.167465,-0.962173
4.087594,-0.074371,0.208557,-0.962357
4.106685,-0.087494,0.236267,-0.953201
4.106895,-0.078079,0.246902,-0.908188
4.125832,-0.067032,0.245743,-0.860031
4.12603,-0.032547,0.219025,-0.811539
4.144984,0.001297,0.181183,-0.798309
4.145177,0.025467,0.149185,-0.791626
4.164172,0.054169,0.139191,-0.771988
4.1644,0.079773,0.127197,-0.740448
4.183369,0.093781,0.1306,-0.689285
4.183562,0.113327,0.116821,-0.664978
4.202563,0.137299,0.087585,-0.662933
4.202755,0.152344,0.071304,-0.650467
4.221788,0.16803,0.06897,-0.638672
4.221986,0.182495,0.074783,-0.612152
4.240951,0.17807,0.086563,-0.585312
4.241144,0.163681,0.111206,-0.557602
4.260026,0.158585,0.128494,-0.518021
4.260251,0.152908,0.120132,-0.478592
4.279343,0.160599,0.104218,-0.436447
4.279535,0.16394,0.084991,-0.402267
4.298525,0.172852,0.056808,-0.38269
4.298716,0.188538,0.021729,-0.391571
4.317785,0.206406,-0.00293,-0.424591
4.317982,0.236893,-0.029114,-0.495453
4.336932,0.262421,-0.044312,-0.561005
4.337129,0.287033,-0.04599,-0.58493
4.356105,0.298737,-0.007034,-0.567108
4.356324,0.288284,0.044479,-0.527451
4.375234,0.273132,0.089264,-0.485947
4.375428,0.256256,0.117844,-0.48175
4.394487,0.237869,0.132095,-0.505295
4.394679,0.230576,0.114487,-0.539291
4.413668,0.206741,0.073868,-0.562271
4.413859,0.188797,0.044205,-0.591675
4.432899,0.166626,0.05629,-0.637054
4.433095,0.143372,0.072647,-0.671692
4.452046,0.107498,0.09053,-0.736649
4.452274,0.062866,0.116943,-0.782928
4.471227,0.026321,0.142578,-0.767914
4.471419,0.022629,0.161804,-0.705566
4.490432,0.04982,0.169479,-0.690262
4.490624,0.095474,0.13327,-0.715881
4.509621,0.109894,0.069458,-0.75798
4.509813,0.082062,0.008316,-0.820267
4.528828,0.021515,0.000397,-0.896667
4.529023,-0.036743,0.094177,-0.918427
4.547988,-0.082489,0.224945,-0.926254
4.548211,-0.10762,0.31813,-0.922119
4.567205,-0.129852,0.343933,-0.900208
4.567398,-0.169266,0.344299,-0.914978
4.586361,-0.264969,0.271988,-0.96315
4.586553,-0.333679,0.091629,-1.018173
4.605539,-0.318817,-0.016891,-1.032883
4.605728,-0.274979,-0.011734,-1.040726
4.624813,-0.208557,0.078094,-1.084259
4.625022,-0.191589,0.163559,-1.117416
4.643915,-0.221115,0.215668,-1.121674
4.644147,-0.246292,0.233978,-1.076889
4.663105,-0.269333,0.235458,-1.013306
4.663298,-0.307907,0.268127,-0.98877
4.682291,-0.361099,0.304993,-1.040329
4.682483,-0.420975,0.318008,-1.114883
4.701492,-0.458755,0.319977,-1.19635
4.701682,-0.478928,0.305984,-1.251373
4.720669,-0.474503,0.28418,-1.301025
4.720859,-0.4487,0.255081,-1.317017
4.73991,-0.407059,0.219635,-1.289673
4.740141,-0.390976,0.185852,-1.28511
4.759119,-0.403839,0.174316,-1.254898
4.759309,-0.437775,0.195816,-1.221268
4.778255,-0.479996,0.229507,-1.219055
4.778447,-0.494186,0.252777,-1.176208
4.797428,-0.48378,0.267822,-1.137772
4.797618,-0.488922,0.284454,-1.129715
4.816617,-0.528763,0.283447,-1.17897
4.816807,-0.585129,0.281235,-1.300003
4.835849,-0.58345,0.266174,-1.433014
4.836073,-0.521378,0.25943,-1.528778
4.855015,-0.46051,0.243393,-1.522903
4.855206,-0.435959,0.224121,-1.443283
4.874198,-0.474899,0.234131,-1.399323
4.87439,-0.533325,0.24115,-1.386124
4.893404,-0.557098,0.246185,-1.336487
4.893604,-0.566162,0.255188,-1.315369
4.912644,-0.553268,0.282684,-1.330338
4.912857,-0.529709,0.323517,-1.352356
4.93177,-0.492783,0.35762,-1.384857
4.931999,-0.453674,0.373642,-1.397385
4.950938,-0.432678,0.37207,-1.375168
4.951132,-0.435913,0.353058,-1.348694
4.970121,-0.446701,0.320312,-1.301941
4.970312,-0.468292,0.273605,-1.230301
4.989327,-0.480026,0.212204,-1.174911
4.989518,-0.450882,0.129089,-1.139557
5.008545,-0.400864,0.11174,-1.153961
5.008739,-0.347748,0.162643,-1.162323
5.027704,-0.309738,0.220398,-1.14653
5.027925,-0.297333,0.263,-1.131607
5.046904,-0.303772,0.2733,-1.123352
5.047102,-0.319077,0.27916,-1.122192
5.066062,-0.321426,0.272339,-1.093918
5.066252,-0.317093,0.256485,-1.053604
5.085251,-0.31546,0.238663,-1.008423
5.085443,-0.308853,0.235153,-0.986542
5.104488,-0.304672,0.239212,-0.983246
5.104694,-0.306503,0.219406,-0.976822
5.123615,-0.322556,0.196747,-1.001953
5.12384,-0.325882,0.187515,-1.027252
5.142728,-0.290909,0.201492,-1.04747
5.142921,-0.271545,0.210007,-1.026962
5.161988,-0.276321,0.20578,-1.035645
5.16218,-0.274033,0.204803,-1.041214
5.181171,-0.275146,0.209457,-1.015289
5.181361,-0.267807,0.220901,-0.999664
5.200365,-0.27359,0.239685,-0.98674
5.200557,-0.261108,0.236603,-0.969131
5.219564,-0.246353,0.242798,-0.958023
5.219782,-0.23201,0.249176,-0.960617
5.238836,-0.23938,0.267838,-1.00882
5.239033,-0.240768,0.283676,-1.0513
5.257942,-0.22998,0.289642,-1.056427
5.258134,-0.208389,0.293915,-1.058868
5.277064,-0.175751,0.279938,-1.061661
5.277255,-0.158661,0.23555,-1.047119
5.296331,-0.144547,0.19809,-1.012085
5.296522,-0.130829,0.167572,-0.989212
5.315515,-0.134995,0.168961,-0.975586
5.315739,-0.15274,0.176376,-0.975204
5.334687,-0.164429,0.174316,-0.966934
5.334881,-0.166275,0.176117,-0.950073
5.35388,-0.163254,0.188858,-0.935287
5.354074,-0.154541,0.212448,-0.940826
5.373074,-0.142303,0.239532,-0.936493
5.373264,-0.106979,0.264954,-0.927536
5.392267,-0.061249,0.275497,-0.917206
5.392454,-0.021332,0.266129,-0.905396
5.411432,0.016418,0.23938,-0.886917
5.41165,0.038681,0.22374,-0.874542
5.430634,0.042877,0.203583,-0.868912
5.430826,0.042511,0.169174,-0.87059
5.449803,0.034683,0.140732,-0.866516
5.449996,0.039169,0.127518,-0.824219
5.469018,0.055649,0.137451,-0.772949
5.469211,0.075424,0.150131,-0.730652
5.488182,0.094849,0.155716,-0.687408
5.488373,0.117905,0.14444,-0.650574
5.507374,0.12468,0.126678,-0.620697
5.507598,0.126953,0.113266,-0.5755
5.52643,0.141495,0.092697,-0.523239
5.526624,0.158905,0.086151,-0.485245
5.545356,0.17038,0.072571,-0.48996
5.545467,0.185791,0.06366,-0.503372
5.56498,0.197083,0.061584,-0.51123
5.565183,0.196503,0.072281,-0.507751
5.584155,0.197113,0.086441,-0.483932
5.584355,0.188492,0.088745,-0.453552
5.603306,0.176651,0.091797,-0.419785
5.603531,0.175385,0.091431,-0.405396
5.622484,0.181046,0.08371,-0.401901
5.622684,0.208878,0.065857,-0.447617
5.6417,0.242142,0.069199,-0.500427
5.641891,0.273621,0.070694,-0.558655
5.66091,0.291809,0.084366,-0.568207
5.661107,0.283951,0.106812,-0.551392
5.680116,0.258316,0.128006,-0.523941
5.680309,0.230713,0.136566,-0.500519
5.699253,0.215057,0.12471,-0.509735
5.699475,0.218903,0.084579,-0.580521
5.718442,0.226974,0.017593,-0.661148
5.718635,0.220322,-0.029434,-0.703842
5.737659,0.169083,0.008881,-0.713776
